hibuddy_product_id,product_id,match_score,reason
0ab3eeadcdb5432f16f89452fbfbbd71,6638366197580,100.0,fuzzy_name_only
18f348231d519322ce0378b3bf2ebac7,9305049530676,100.0,fuzzy_name_only
a4935aee835d7cb2d146c5a6fb0d4ccc,9282595520820,100.0,fuzzy_name_only
06d55ab6d7f2bcb950a794a5546bf6f3,9289807659316,100.0,fuzzy_name_only
50f15e26ac454a3905138f8169fa18d0,9302191571252,100.0,fuzzy_name_only
64a784698aee1c36a8fd69c4fc0f6269,9289800417588,100.0,fuzzy_name_only
c39f2735587b7e923df4968c61e53681,6638386415436,100.0,fuzzy_name_only
26e782ec114c94a520ddcc90d451100f,9316200907060,100.0,fuzzy_name_only
9788a959ab59a8522296849702201075,9282595520820,100.0,fuzzy_name_only
568e69ab149da9fc7b9d9f21ce6003b8,9238759964980,100.0,fuzzy_name_only
f9a4c197cfc7bb4998ded0a94fd0329b,9260182536500,100.0,fuzzy_name_only
bd7c6ebf6ceddeba1acf97da0d6cd122,9146983055668,100.0,fuzzy_name_only
6586cdccc0977f38cb15c173c8b84c6b,6635164567372,100.0,fuzzy_name_only
80cbb13ea71b95e8859368db67153708,9316200972596,100.0,fuzzy_name_only
f12c378208ee0433f6a8049bd244ea45,9302199763252,100.0,fuzzy_name_only
f0c49fe25d6417b86179fc680549a361,9327762080052,100.0,fuzzy_name_only
9dbd95afefcb2e7095b5af3510572c7a,9316205756724,100.0,fuzzy_name_only
3eb9f41a426f7256b197c58ac32caee8,9316205756724,100.0,fuzzy_name_only
451c6f85d8f5a61a10148a797bac3ef6,9328546545972,100.0,fuzzy_name_only
d5a0972c2ebe8773e80f71260e35b748,9316196745524,100.0,fuzzy_name_only
23a6c75899af0fcd0e3c8a7900df334c,9316205756724,100.0,fuzzy_name_only
e2e9a32a69f5f047f6c5460106b272ce,9327759294772,92.3076923076923,fuzzy_name_only
23290d23bac0fc98430b95d0ca5df422,9327761064244,100.0,fuzzy_name_only
215dc4d817456bd082b3d11b84d5bd8d,9327765160244,100.0,fuzzy_name_only
9c8c87416e3be0ed51ba04400ac51b7e,9146983055668,100.0,fuzzy_name_only
bbe8e39eaba2588341dba21289ed96f8,9289812181300,90.9090909090909,fuzzy_name_only
3ff0ffdc97917e4685cd40322568d436,6638358529868,91.42857142857143,fuzzy_name_only
3dd8204c02e8eeb48e422c50ed5978d6,9283782148404,100.0,fuzzy_name_only
eab1c577e133e259553dca9997f75ad3,8853123105076,100.0,fuzzy_name_only
1cd50c19b77c749c5037ffab48d2efd7,9316209721652,100.0,fuzzy_name_only
b49ba06e2bb9e05a81c1a8d12b3aa04e,9316205756724,100.0,fuzzy_name_only
120abcf6aacbaf911fa3259d1f65b69a,9316210278708,100.0,fuzzy_name_only
578edb4a212ee9098849eca45efa52b2,9316207296820,100.0,fuzzy_name_only
686edede37cacd68c46cbc15f745fdbb,9316207329588,100.0,fuzzy_name_only
c83a66029ea79787ad89506570f095d0,9316209754420,100.0,fuzzy_name_only
cee2e86e982d8d1a5599f49d6fd396b8,9282595488052,100.0,fuzzy_name_only
a7033eed4b2d0796c65c9b7c50cf7243,9282595520820,100.0,fuzzy_name_only
8dd719a45bc2a0311bd77efa322f7cde,9318747046196,100.0,fuzzy_name_only
3e0771580a825fd96ce6f9f42772a355,6636632344396,100.0,fuzzy_name_only
c5570ac0b33ae5ce520e877e23d2df40,9302199861556,100.0,fuzzy_name_only
5c260d3b5bb24994d71929311b2c37e2,9316198056244,90.9090909090909,fuzzy_name_only
818001ed8c132716d26e830bd71f25b5,9316196942132,91.2280701754386,fuzzy_name_only
bfc1425de50a14b4695dfb68f24ec90f,9316207132980,90.19607843137254,fuzzy_name_only
8f86f170e214a77709923817cfbd875e,6636310890316,100.0,fuzzy_name_only
1849eac693202f2107f72d30e8cf3142,9289809035572,100.0,fuzzy_name_only
af57a25738d48c54fde0e61a6178a298,8853123105076,100.0,fuzzy_name_only
c1e9c6e8a285a5ae58825ffd2be49450,9088833782068,100.0,fuzzy_name_only
3845804311989a79ac21231080093589,9316196647220,100.0,fuzzy_name_only
ca20edc3ae802f75ae1bfe400417051f,9088833716532,100.0,fuzzy_name_only
e4a85920c464de0ed92e0aded27db4ae,9276004598068,100.0,fuzzy_name_only
2c8c6d712836b8dcbdda4868e1b38f78,9327763489076,100.0,fuzzy_name_only
ac6505abced64ff35960744a2fdd88ad,9289808347444,100.0,fuzzy_name_only
a437b805a6011c49adf918bc6e55523d,9289808380212,100.0,fuzzy_name_only
9c5af2a6c6527e53d6c061fdcd540b48,8853123105076,100.0,fuzzy_name_only
bd6f5797ad5e997d9fc94697d6b7948a,6638231193420,100.0,fuzzy_name_only
6452fa00eda1b573abe1fac0ef9e0069,6638311638860,100.0,fuzzy_name_only
3d3c635d0aa332f12e6a1137d58ce5cf,6636651349836,100.0,fuzzy_name_only
0b69ecd9edc8ba09fb4c173031d65cc1,9210551501108,100.0,fuzzy_name_only
f3f9013c3bb3c4a4530ba1f50ff60fa8,9327757361460,100.0,fuzzy_name_only
7611c705f14ae5f4b09b46d40320b3e9,9181681811764,100.0,fuzzy_name_only
a59208ff26dd10b6d4bb746ced70fdcc,9283782148404,100.0,fuzzy_name_only
ae1ca0b78e5256acc243bf716a7f1a15,9235742949684,100.0,fuzzy_name_only
f6ceccdaf33f6785dabc2f7130c4bba3,6636632344396,100.0,fuzzy_name_only
380d5879953b401198c78de0839bff72,9229414629684,100.0,fuzzy_name_only
0cadadabb88d12522550fddcd1bc91b2,6636492490572,100.0,fuzzy_name_only
7d86e3452a2a78dafbf78485ee05c265,9248308691252,100.0,fuzzy_name_only
9f279075cf50090ad19cdf1e751d1214,9146983055668,100.0,fuzzy_name_only
d6948b26c8172c3acf10e0c8a5eebc12,6638318520140,100.0,fuzzy_name_only
9a515ba20df01e8d5aba5c0c7910b151,9146985054516,100.0,fuzzy_name_only
03a838bc0c1f0849236bee50af60de59,9172020298036,100.0,fuzzy_name_only
b3e73f20e46b9997cc61f48563d18e75,9172017873204,100.0,fuzzy_name_only
d9a850ceebca39eed7dc52058bdb13ba,9192630124852,100.0,fuzzy_name_only
5ba192bdd9fefd868438298ac2dc27d2,9181680075060,100.0,fuzzy_name_only
3886020e00725f795138a2468ca06acd,9192630059316,100.0,fuzzy_name_only
4934306851578b10fae57189599ebf9a,9282595488052,100.0,fuzzy_name_only
582afe5e89b33a7dd7e03561a4ca18a2,9155047588148,100.0,fuzzy_name_only
0c80ebb396bf932b4b670067afa07d7d,6638344275788,100.0,fuzzy_name_only
28c0719f7423dba7775006a23b895cdd,6638311638860,100.0,fuzzy_name_only
0bb5376626ff237cd6d68d4aeea420c5,9327761424692,100.0,fuzzy_name_only
61884342e1b8bab96effb9b415de53fa,9316209754420,100.0,fuzzy_name_only
f68ca4fb27bbeaba630e9d508ab188db,9316209721652,100.0,fuzzy_name_only
daa06b4c0536e7bba96adc3b10248e6e,9252649533748,100.0,fuzzy_name_only
890825a75e139aea79579f3945adf41d,9248308691252,100.0,fuzzy_name_only
30035045ded6d10e48bf44621f45d69f,9316209754420,100.0,fuzzy_name_only
1076be83406240ef415de28c0399f79d,9282595520820,100.0,fuzzy_name_only
ca17c246641b4466bf9af61ac4ab5662,9316209754420,100.0,fuzzy_name_only
961981497d0fbd5e43359f498762751a,9274191249716,94.54545454545455,fuzzy_name_only
00e687ac76fd5f9b2ff49996f364bd22,9298540790068,100.0,fuzzy_name_only
b6a91bd1927b3b8b8ae7a06e8dca0c40,9316209754420,100.0,fuzzy_name_only
a61ab52d66da582392302f432f200cfa,9316209721652,100.0,fuzzy_name_only
daf441af38aeca769a7047cb85f62b2f,9088832635188,100.0,fuzzy_name_only
6617c0cf0407d1251f97ab04304f1e9d,9316209754420,100.0,fuzzy_name_only
9dd6f98cbca8661973e9fd1c73721538,9316209721652,100.0,fuzzy_name_only
a7d2ecfda6724a708d5431bb584bf2e6,9146983055668,100.0,fuzzy_name_only
922075acc66c31a548a4c016501cfc46,9327764341044,91.52542372881356,fuzzy_name_only
6fac8d6425dfd4c1736cb705d2a52126,9282595520820,100.0,fuzzy_name_only
df61341ee4501cf713c2a165bac0fa39,9210553205044,93.61702127659575,fuzzy_name_only
4c256e408bcc7d19158957d013b857df,9210550288692,92.3076923076923,fuzzy_name_only
7140f04ad49a57af1dce6abf3e099990,9302197469492,100.0,fuzzy_name_only
b3d5bd4f5d2201254b9b8cf52c53f6c0,9146985054516,100.0,fuzzy_name_only
a186a4482c6130f762525e1dc8467de0,9274202128692,100.0,fuzzy_name_only
84023bdc18c2647da86f80e257e77fb2,9181681058100,100.0,fuzzy_name_only
93fd3fed4f2aee5b586eaf8b34c31aef,9289800778036,100.0,fuzzy_name_only
